dominant_topic;topic_perc_contribution;topic_Keywords;clean_review;original_review;polarity_score
Topic 1;0.38;ride, bug, guest, path, work, break, people, money, issue, campaign;['', 'money', 'bug', 'ridiculous', '', 'complete', 'second', 'mission', 'campaign', 'official', 'support', 'bug', 'report', '', 'feature', 'make', 'worthwhile', 'unique', 'theme_park', 'game', 'unplayable', 'current_state', 'release', 'control', 'make', '', 'difficult', 'track', '', 'random', 'direction', 'place', 'object', 'place', 'object', 'terrain', 'click', 'shop', 'open', 'object', 'group', '', 'shop', 'information', 'page', 'access', 'menu', 'consistency', 'mechanic', 'visitor', '', 'start', 'leave', 'ride', 'unprofitable', 'reason', 'track', 'place', '', 'ride', '', 'freeze', '', 'round', 'guest', 'stick', 'list', 'go'];"Don't waste your money. The game has so many bugs it's ridiculous. You literally cannot complete the second mission of the campaign. There seems to be no official support or bug reporting system. The game itself doesn't really have any features that make it worthwhile or unique from other theme park games. It's unplayable in the current state and shouldn't have been released. 

The controls make the game unnecessarily difficult. Tracks constantly move in random directions when placing. Objects can be placed through other objects and terrain. When clicking on a shop it opens an object group instead of the shop information page, so you can't access it's menu. There is no consistency to game mechanics. Visitors randomly start leaving or rides become unprofitable for no reason. You cannot see tracks when you place them underground. Rides randomly freeze halfway round with guests stuck on them. The list goes on.";-0.1503787878787879
Topic 1;0.4;ride, bug, guest, path, work, break, people, money, issue, campaign;['people', 'park', '', 'rid', '', 'want', 'ride', '', 'tell', 'ride', 'perform', '', 'rid', 'low', 'ticket', 'price'];Love how I can have almost 1000 people in my park yet no one is ridding anything at all, why do they show up if no one wants to ride what I have. Game doesn't really tell you why a ride is performing well because no one is ridding it, even with a low ticket price.;0.09999999999999999
Topic 1;0.55;ride, bug, guest, path, work, break, people, money, issue, campaign;['long', 'story', 'short', 'collection', 'bug', 'vanish', 'path', 'visitor', 'stick', 'ride', 'objective', 'complete', 'fave', 'leave', 'come', 'reason', 'save', 'money'];So long story short the game is just a collection of bugs. Vanishing paths, visitors stuck on rides that don't move, objectives that won't complete, or my fave everyone leaves and never comes back...for no reason. Save your money;-0.0875
Topic 1;0.47;ride, bug, guest, path, work, break, people, money, issue, campaign;['current_state', 'glitchy', 'buggy', 'enjoyable', 'worth', 'money', 'balance', 'huge', 'food', 'drink', 'shop', 'build', 'guest', 'complain', 'crowd', 'team', 'goal', 'pain', '', 'complete', 'unlucky', 'example', 'wait', 'certain', 'number', 'employee', 'reach', 'star', 'guest', 'lose', 'flat_rides', 'roller_coasters', '', 'end', 'close', 'waiting', 'opening'];"It its current state the game is too glitchy and buggy to be enjoyable and not worth the money. The balancing seems also off with the huge amount of food & drink shops you have to build for the guests and they are still complaining and crowding around them.
The team goals are often a pain and take forever to complete if you are unlucky, for example waiting for a certain number of employees to reach 5 stars. Guests seem to lose interest in flat rides and roller coasters too quickly, so I end up closing them, waiting and opening them again.";0.10806878306878308
Topic 1;0.45;ride, bug, guest, path, work, break, people, money, issue, campaign;['think', 'buggy', 'point', 'encounter', '', 'crash', 'recognize', 'complete', 'certain', 'task', 'progress', 'campaign'];I like it but I think it's too buggy at this point. I've had too many encounters so far where my game either crashes or somehow the game doesn't recognize I've completed certain tasks to progress through the campaign.;0.0028571428571428415
Topic 1;0.39;ride, bug, guest, path, work, break, people, money, issue, campaign;['', 'need', 'time', 'kitchen', 'mix', 'bag', 'moment', '', '', 'scenario', 'short', 'finishing', 'campaign', 'say', 'campaign', 'structure', 'challenge', '', '', 'difficult', 'mean', 'give', 'bit', 'challenge', 'downside', 'thing', 'leave', 'sandbox_mode', '', 'desire', 'play', 'lack', 'coaster', 'flat_rides', 'lack', 'ride', 'ton', 'visual', 'glitch', 'bug', 'path', 'ride', '', 'collide', 'terrain', 'look', 'silly', 'guest', 'stick', 'queue', 'ride', 'boarding', 'ride', 'operating', 'challenge', 'scenario', 'trigger', 'complete', 'example', 'challenge', '', 'scenario', 'delete', 'tree', '', 'island', 'trigger', 'complete', 'tree', 'delete', 'crash', 'twice', 'reason', '', 'auto', 'save', 'minute', 'lose', 'progress', 'annoy', 'overall', 'look', 'ride', '', 'impossification', '', '', 'cool', 'feel', 'current_state', 'overprice', '', 'need', 'development', 'time', 'prior', 'release', '', 'fix', 'issue'];"This game definitely needed more time in the kitchen.  It's a mixed bag at the moment.  I'm currently about two scenarios short of finishing the campaign.  I must say the campaign's structure and challenges are pretty fun!  They aren't difficult by any means, but I love that it gives a bit of a challenge.  The downside is that I am almost done with them, and the only thing left is sandbox mode; which I somewhat have no desire to play due to the lack of coasters and flat rides.

Not only is there a lack of rides, but this game has tons of visual glitches and bugs.  The paths and rides easily collide with the terrain and look silly.  Guests get stuck in the queue for rides without boarding, even though the ride is operating.  Some of the challenges within the scenarios do not trigger when you complete them.  For example, there is a challenge on the island scenario where you have to delete the trees on one of the islands; but it does not trigger that you have completed it, even after all of the trees are deleted.  

The game has also crashed on me twice for no reason at all.  Luckily the game auto saves every five minutes and I didn't lose much progress, but it was very annoying.  Overall, the game looks great.  The rides, especially after impossification, are actually really cool.   I just feel that the game, in its current state, is overpriced and definitely needed more development time prior to release.  Hopefully they can fix the issues, but as of now I cannot recommend it.";-0.005952380952380956
Topic 1;0.35;ride, bug, guest, path, work, break, people, money, issue, campaign;['disappointing', 'idea', 'ruin', 'bug', 'peep', 'stuck', 'queue', 'ride', 'happen', 'open', 'clunky', 'path', 'building', 'understand', 'economy', 'blame', 'bug', 'season', 'pass', 'forget', 'devs', 'funny', 'fix', 'hope', 'introduce', 'law', '', '', 'start', 'protect', 'gamer', 'release'];Very disappointing. Idea was good but ruined by bugs. Peeps get stuck in the queue to the ride and nothing happens until you re-open. Clunky path building. I don't understand the economy of this game but I blame the bugs for it. Season pass? Forget it devs, you're funny. Fix this game first. I hope that EU will introduce laws soon to finally start protecting gamers against releases like this.;-0.054285714285714305
Topic 1;0.25;ride, bug, guest, path, work, break, people, money, issue, campaign;[''];Its pretty good.;0.475
Topic 1;0.43;ride, bug, guest, path, work, break, people, money, issue, campaign;['enjoy', 'original', 'whackyness', 'stoppend', '', 'end', 'campaign', 'mission', 'shop', 'stop', 'work', 'people', 'point', 'order', 'try', 'fix', 'luck', 'hour', 'play', 'building', 'go', 'drain', 'potential', 'riddled', 'annoying', 'bug', '', 'ask', '', 'try', 'month', '', '', '', 'buy', 'wait', 'untill', 'patch'];"Well. As much as I was enjoying this original game and whackyness....it all stoppend.
At the near end of a campaign mission all shop stopped working...people are pointing but not ordering. I have tried everything to fix but NO luck. So 5 hours of playing and building went down the drain....

This game has so much potential but its riddled with annoying bugs :(

It is too late to ask for a refund, else I would have done it and tried again several months later.

DONT BUY it now and just wait untill a few patches
";-0.13075396825396826
Topic 1;0.57;ride, bug, guest, path, work, break, people, money, issue, campaign;['update', 'important', 'need', 'talk', 'bug', 'comment', 'path', 'employee', '', 'way', 'path', 'exit', 'people', 'walk', 'reason', 'alley', '', 'path'];I will put update here about important need. I don't talk about the bugs there is already enough comment about them.  Path employee only and a one way path for exit so people don't walk for no reason across the alley. stairs for path;0.13333333333333333
Topic 1;0.25;ride, bug, guest, path, work, break, people, money, issue, campaign;['addict', '', ''];great game, you get addicted pretty quickly.;0.11666666666666665
Topic 1;0.34;ride, bug, guest, path, work, break, people, money, issue, campaign;['buck', '', '', 'waste', 'money'];not for 50 bucks.  dont waste your money;-0.2
Topic 1;0.57;ride, bug, guest, path, work, break, people, money, issue, campaign;['crash', 'multiple', 'time', 'break', '', 'decide', '', '', '', 'ride', '', '', '', '', '', '', '', 'map', '', '', '', 'cause', 'park', 'implode', 'size', 'challenge', 'campaign', 'build', '', 'food', 'shop', 'evolve', 'get', 'quest', 'say', '', 'quest', 'delete', 'tree', 'island', 'delete', '', '', 'quest', 'click', '', 'select', 'multiple', 'delete', 'understand', 'remove', 'multiple', '', 'say', 'need', 'delete', 'tree', 'tree', 'go'];"The game crashes multiple times.
The game have a broken AI that just randomly decides that ""nope we wont go on any ride anymore""
The AI of janitor and NPC is even more idiotic. ""lets go and empty a trashcan on the east side of the map and then we take the next on the west side then back to the east for the next one. This causes the parks to implode due to size.
The challenges in the campaign can be ""build 2 food shops and evolve them"" I got for the the quest said 0.
Another quest was to delete all trees on an island. If you delete them one by one you get the quest done. If you click and drag and select multiple and delete them the game don't understand that you removed multiple and till will say that you still need to delete 10 trees but all trees are gone.";-0.16197916666666667
Topic 1;0.4;ride, bug, guest, path, work, break, people, money, issue, campaign;['fun', 'hit', 'breaking_bugs', 'roller_coasters', 'long', 'line', 'look', 'ride', 'rider', 'boarding', 'roller_coaster', 'fix', 'close', 'ride', '', '', '', '', 'campaign', 'mission', 'say', 'build', 'unique', 'flat_rides', 'different', 'ride', 'say', 'frustrating', 'moment', 'fix'];The game is very fun until you hit the game breaking bugs. The roller coasters will have very long lines and when you look at the ride the riders are not boarding the roller coaster. I did find a fix, if you close the ride and reopen the ride then they will board. Also on one of the campaign missions it says to build 7 unique flat rides, I have over 10 different rides and it still says I have 6/7. Very frustrating. I don't recommend the game at the moment until they fix the game.;-0.1445
Topic 1;0.52;ride, bug, guest, path, work, break, people, money, issue, campaign;['coaster', 'allow', 'people', 'sit', 'start', 'operate', 'broken', 'start', 'lose', 'huge', 'money', 'early', 'stage', 'campaign', 'crash', 'open', 'reboot', 'time', 'try', 'run', 'error', 'box', 'pop'];"Some coasters allow people to sit on them and never started. It was operating and not broken, but wasn't starting. Made me lose huge amount of money

When I was on an early stage of the campaign, the game crashed and never opened again even after rebooting my PC. Each time I tried to run the game an error box popped up.";-0.016666666666666663
Topic 1;0.42;ride, bug, guest, path, work, break, people, money, issue, campaign;['', 'side', 'read', 'hear', 'bad', 'check', 'box', 'get', 'fantastic', 'addicting', 'story', 'incredible', 'art', 'direction', 'goal', 'allow', 'total', 'creativity', 'achieve', 'find', 'want', 'create', 'hour', 'play', 'enjoyment', 'strategy', 'bad', 'mechanical', 'issue', 'coaster_building', 'cosmetic', 'overlap', 'terrain', 'build', 'buggy', 'path', 'unfortunate', 'thing', 'bug', 'huge', 'grow', 'park', '', 'people', 'thing', 'break', 'end', 'sabotage', 'park', 'coaster', 'construction', 'run', 'piece', 'fit', 'mechanic', 'work', 'intend', '', 'sandbox', 'late', 'bug', '', 'annoying', 'read', 'comment', 'regard', 'coaster', 'physics', '', 'number', 'small', 'bug', 'harm', 'wait', 'iron', 'buying', 'encourage', 'hold', 'wait', 'want', 'dive', 'tell', 'disappointed', 'conclusion', 'tell', 'devs', 'tiiimeee', 'making', 'get', 'life', '', 'surpass', 'small', 'inconvenience', 'pop', 'need', 'immediate', 'attention', 'longevity', 'hope', 'devs', 'stay', 'active', 'get', 'fix', 'cheer'];"Two sides to this so keep reading to hear the good and the bad. 

The Good: This game checks all the boxes for me. It's got a fantastic and addicting story, incredible art direction and it's goal to allow total creativity is just about achieved. I keep finding myself wanting to create and better myself with each hour I play. Enjoyment 10/10, Strategy 8/10. 

The Bad: Mechanical issues when coaster building, cosmetic overlapping with terrain and builds, buggy paths every so often; The unfortunate thing is that these bugs aren't huge... until you grow your park to 1,000 people. This is where things become game breaking and will end up sabotaging your park. The coaster construction is almost there until you run into pieces not fitting into each other as they should be and some of mechanics not working as intended. aside from sandbox late game bugs, its really just annoying. I've read some other comments in regards to the coaster physics being slightly off and a number of other small bugs. No harm in waiting for them to be ironed out before buying I even encourage holding off. but if you just can't wait and want to dive in, I can tell you you won't be disappointed.

Conclusion: You can tell the devs put their tiiimeee into making this game. It's got a life to it and for me, that far surpasses the small inconveniences that pop up every now and again. however, this game needs immediate attention for it to have any longevity. Here's to hoping the devs are staying active on getting fixes out. 

Cheers.";-0.1169642857142857
Topic 1;0.38;ride, bug, guest, path, work, break, people, money, issue, campaign;['say', 'buggy', 'mess', 'right'];Everyone saying the game is a buggy mess is right.;-0.09642857142857142
Topic 1;0.6;ride, bug, guest, path, work, break, people, money, issue, campaign;['', '', 'remind', 'roller_coaster', 'tycoon', '', 'day', 'corky', 'fun', 'easy', 'thumb', 'bug', 'fix', '', '', 'plague', '', 'breaking_bugs', 'big', '', 'guest', 'issue', 'pathe', 'interest', 'mean', '', 'happy', 'extent', 'walk', 'want', 'guest', 'leave', 'happy', 'make', 'go', 'bankrupt', '', '', 'make', 'simple', 'campaign', 'mission', '', 'difficult', 'complete', 'tedious', 'take', '', '', 'complete', 'simple', 'goal', 'need', 'fix', 'pathway', '', 'awful', 'make', 'path', 'look', 'nice', '', 'impossible', 'make', 'run', '', 'roller_coaster', 'tycoon', '', 'cereal', 'box', 'get', 'food', 'path', 'fix', 'guest', 'walk', 'placement', '', 'assume', 'fix', '', 'go', 'thumb', 'bug', '', 'make', 'progression', 'campaign', '', 'impossible', 'edit', 'review', 'fix'];"It's fun, it really is. Reminds me of the Roller Coaster Tycoon (1) day's. Just corky and fun. 

Easy thumbs up, if the below bug is fixed soon.

Right now it is plagued with some near game breaking bugs. The biggest one, is guests/ai have issues pathing towards their interests. Meaning they are rarely happy, to the extent they would be if they could walk to where they want to be. As such, guests often leave not happy, which makes going bankrupt far more likely. This makes doing simple campaign missions far more difficult to complete, or very tedious, as it takes far longer to complete simple goals. 

Also they need to fix the pathways themselves. It's pretty awful to make paths look nice, and near impossible to make them run beside each other. Literally Roller Coaster Tycoon 1 was better, and that was a Cereal Box Game. (that was $4.99, and we got food with it too.)

If the Paths were fixed(both for guests to walk, and placement), easily becomes a great game. I assume they will fix it soon. If not this is going to a thumbs down, as it's a bug that actually make progression in the Campaign near impossible.

I'll edit the review once it's fixed.";0.0394485144485145
Topic 1;0.34;ride, bug, guest, path, work, break, people, money, issue, campaign;['fun', 'simple', 'simple', 'goofy', 'ride', '', 'decent', '', 'identical', 'planet_coaster', 'tedium'];Good fun. Simple without being too simple, goofy rides, actually has decent VA. Nearly identical to Planet Coaster without the tedium.;0.22083333333333335
Topic 1;0.45;ride, bug, guest, path, work, break, people, money, issue, campaign;['chaotic', 'simple', 'planet_coaster', 'crash', 'damn', 'bug', 'peep', 'get', 'stuck', 'path', 'progress'];"I like the game, it's not as chaotic and much more simple than planet coaster.

It doesn't crash but damn those bugs. Peeps getting stuck on the paths, can't progress.";0.033333333333333326
Topic 1;0.34;ride, bug, guest, path, work, break, people, money, issue, campaign;['', 'overall', 'bug', 'immersion', 'break', 'coaster', 'stop', 'work', 'reason', 'load', 'save', 'need', 'close', 'reopen', '', 'want', 'enjoy', 'issue', 'launch', 'change', 'review', 'thing', 'fix', 'fun'];I really like the game overall but the bugs are game and immersion breaking. Coasters just stop working for no reason when you load a saved game so you need to close and reopen them all. I really want to enjoy it but there's too many issues on launch. I'll change my review if these things are fixed, still having fun.;0.05
Topic 1;0.25;ride, bug, guest, path, work, break, people, money, issue, campaign;[''];nicely done;0.6
Topic 2;0.33;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['make', 'feel', 'sun', 'rating', '', 'fix'];"This game makes my PC feel like the sun.

No rating until this gets fixed.";-0.15000000000000002
Topic 2;0.35;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['overall', 'concept', 'idea', 'say', 'bug', 'issue', 'make', 'worthy', 'playing', 'campaign', '', 'impossible', 'progress', 'glitchy', 'mechanic', 'sandbox_mode', 'show', 'potential', 'creativity', 'impossification', 'mode', 'mechanic', 'issue', 'make', 'hard', 'enjoy', '', 'room', 'improve', 'money', 'theme_park', 'simulator', 'game'];Overall the concept of this game was a good idea. With that said there are still TOO many bugs and issues to make this game worthy of playing. The campaign was near impossible to progress through with how glitchy the mechanics have been. Sandbox mode shows the game's full potential with the creativity and impossification mode, but still has game mechanic issues that make it harder to enjoy the game for what it could potentially be. There is room to improve but I would put my money towards other theme park simulator games for now.;-0.029901960784313737
Topic 2;0.41;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['intuitive', 'control', 'design', 'rollercoaster_tycoon'];Very intuitive controls and design. Better than rollercoaster tycoon.;0.35
Topic 2;0.39;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['', '', 'enjoy', 'planet_coaster', 'feel', 'creative', 'ride', '', 'bug', 'example', '', 'ride', '', 'draw', 'single', 'person', 'sure', 'kind', 'thing', 'work', 'future', 'patch', 'fun', 'management', 'aspect', 'balanced', 'neon', 'carnival', 'atmosphere', '', 'night'];So far I'm really enjoying it. Has that Planet Coaster feel but with more creative rides. Yes it has bugs, for example one of my rides simply doesn't draw a single person to it. But I'm sure that kind of thing will be worked out in future patches. It is a lot of fun and the management aspects are well balanced. I love the neon carnival like atmosphere, especially at night.;0.2857142857142857
Topic 2;0.38;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['recommend', 'point', 'major', 'bug', 'feast'];Not recommended at this point, major bug feast.;0.0625
Topic 2;0.59;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['review', '', 'baffle', 'read', 'review', '', 'true', 'personal', 'experience', '', 'suck', 'compare', 'planet_coaster', 'hour', 'planet_coaster', 'tell', 'complete', 'confidence', 'share', 'aspect', 'make', 'feel', 'home', 'application', 'entertainer', 'guest', 'happy', 'pathfinde', 'path', 'make', 'coaster_building', 'theme', 'scenery', 'general', 'assembly', 'structure', 'theme', 'feel', 'familiar', 'natural', 'left', '', 'lose', 'people', 'say', 'dumpsterfire', 'comparison', '', 'glitch', 'galore', 'eww', 'experience', '', 'tiny', 'nitpick', '', 'say', 'game', 'experience', 'break', 'unplayable', 'glitch', 'review', 'suggest', 'idea', 'wrong', '', 'shortage', '', '', '', 'map', 'possibility', 'befuddle', 'come', 'reasonable', 'explanation', 'people', 'reach', 'conclusion', '', 'contradict', 'experience', 'feel', 'play', 'reviewer', '', 'consistent', '', 'fresh', 'take', 'compete', 'roller_coaster', 'simulator', '', '', 'familiar', 'expect', '', 'large', 'studio', 'bring', 'point', '', 'robbery', 'sue', 'price', 'charge', '', 'idea', 'talk', 'limited', 'time', '', 'different', 'character', 'develop', 'reasonable', 'model', 'pleasant', 'voicework', 'explain', 'storyline', 'consistent', '', 'different', 'stage', 'main', 'campaign', 'lead', '', 'question', 'reviewer', 'play', 'consider', 'unmistakable', 'contrast', 'experience', 'experience', 'idea', 'receive', 'approval', 'rate', 'hour', 'similar', 'roller_coaster', 'sim', 'graphic', 'forget', 'reality', 'beautiful', 'decent', 'bad', 'look', 'long', 'do', 'gameplay', 'gameplay', 'mehh', 'watch', 'paint', 'dry', '', 'audio', 'eargasm', 'bad', 'bad', 'deaf', 'audience', 'kid', 'teen', 'adult', 'grandma', 'requirement', 'check', 'run', 'paint', 'potato', 'decent', 'fast', 'rich', 'boi', 'ask', '', 'spare', 'computer', 'difficulty', 'press', '', '', 'learn', 'hard', 'master', 'significant', 'brain', 'usage', 'difficult', 'dark', 'soul', 'grind', 'grind', 'care', 'leaderboard', 'rank', 'necessary', 'progress', 'average', 'grind', 'level', 'grind', '', 'second', 'life', 'grind', 'story', 'story', 'lore', 'average', 'lovely', 'replace', 'life', 'time', '', 'cup', 'coffee', 'short', 'average', 'long', 'infinity', 'price', 'free', 'worth_price', 'sale', 'spare', 'money', 'leave', 'recommend', 'burn', 'money', 'bug', 'hear', 'minor', 'bug', 'annoy', '', 'survival', 'evolve', 'big', 'terrarium', 'bug', '', '', ''];"The other reviews for this game, absolutely baffle me.

Nothing that I've read in the reviews, was actually true of my personal experience.

1) ""This sucks compared to Planet Coaster!"" - As someone with over 200 hours on Planet Coaster, I can tell you with complete confidence, that there are MANY shared aspects that will make you feel at home. The application of ""entertainers"" to keep your guests happy, the pathfinding, the path making, the coaster building, the theme scenery and general assembly of structures and themes... All of it felt so familiar and natural, that I'm left completely lost as to why people love to say this game is a dumpsterfire by comparison. It's not... It's not AT ALL.

2) ""There's glitches GALORE! EWW!"" - In my experience, absolutely not. While there are tiny nitpicks, as one can say for most games, I experienced no ""game breaking"" or otherwise ""unplayable"" glitches as MANY of the reviews suggest. I have no idea what they were doing wrong.

3) ""There's a shortage of content!"" - There's so much storyline, content, maps an possibilities that I'm once again befuddled to come to a reasonable explanation as to how people reach this conclusion. It completely contradicts my experience, and I don't feel like I've played as much as other reviewers might have... There's a pretty consistent storyline, there's a lot of fresh takes that weren't done on competing ""roller coaster"" simulators of the sort, and generally I just found most everything to be rather familiar and expected from one of the larger studios...

Which brings me to my next point...

4) ""This is literally robbery, and I will sue for the price you charge for this game"" - Seriously, no idea what they're talking about. In the limited amount of time, I've had three different characters developed, all with reasonable-enough models and rather pleasant voicework explaining a storyline that has been consistent through three different stages of the main campaign, leading me to really question what game the other reviewers even had played considering the unmistakable contrast to my own experience.

tl;dr My experience was great, I have no idea why this is only receiving a 50/50 approval rate. I'd recommend it, with 200+ hours in similar roller coaster sims.

---{ Graphics }---
 You forget what reality is
 Beautiful
 Good
 Decent
 Bad
 Don't look too long at it
 MS-DOS

---{ Gameplay }---
 Very good
 Good
 It's just gameplay
 Mehh
 Watch paint dry instead
 Just don't

---{ Audio }---
 Eargasm
 Very good
 Good
 Not too bad
 Bad
 I'm now deaf

---{ Audience }---
 Kids
 Teens
 Adults
 Grandma

---{ PC Requirements }---
 Check if you can run paint
 Potato
 Decent
 Fast
 Rich boi
 Ask NASA if they have a spare computer

---{ Difficulty }---
 Just press 'W'
 Easy
 Easy to learn / Hard to master
 Significant brain usage
 Difficult
 Dark Souls

---{ Grind }---
 Nothing to grind
 Only if u care about leaderboards/ranks
 Isn't necessary to progress
 Average grind level
 Too much grind
 You'll need a second life for grinding

---{ Story }---
 No Story
 Some lore
 Average
 Good
 Lovely
 It'll replace your life

---{ Game Time }---
 Long enough for a cup of coffee
 Short
 Average
 Long
 To infinity and beyond

---{ Price }---
 It's free!
 Worth the price
 If it's on sale
 If u have some spare money left
 Not recommended
 You could also just burn your money

---{ Bugs }---
 Never heard of
 Minor bugs
 Can get annoying
 ARK: Survival Evolved
 The game itself is a big terrarium for bugs

---{ ? / 10 }---
 1
 2
 3
 4
 5
 6
 7
 8
 9
 10";0.10744110275689217
Topic 2;0.42;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['', 'hour', 'opinion', 'park_builder', 'feel', 'successor', 'rollercoaster_tycoon', 'management', 'building', 'easy', 'pick', 'love', 'rollercoaster_tycoon', 'franchise', 'second', 'buggy', 'trust', 'time', 'work', 'let', 'visual', 'weird', 'function', 'set', 'work', 'able', 'smooth', 'need', '', 'smoother', 'financial', 'menu', 'lie', 'current', 'one', 'ride', 'shop', 'scroll', 'prefer', 'small', 'cute', 'icon', 'list', 'format', 'profit', 'loss', 'actual', 'need', 'click', '', 'transportation', 'ride', 'believe', 'time', '', 'meet', 'expectation', 'need', 'able', 'guest', 'specific', 'area', '', 'bring', '', 'huge', 'fan', 'property', 'expansion', '', 'know', 'make', '', 'map', 'love', 'roller_coaster', 'tycoon', 'huge', '', 'cliff', 'plateaus', '', 'build', 'need', 'transportation', 'ride', 'feel', 'flat', 'ish', 'geography', 'wise', 'overall', '', 'patient', 'think', 'fantastic', 'huge', 'potential', 'look', '', '', 'buy', 'annual', 'pass'];"Alright, almost 16 hours in and have some great opinions.

First, this is the first park builder that feels like a successor to Rollercoaster Tycoon, the management and building all were very easy to pick up (because I loved the Rollercoaster Tycoon franchise).

Second, while buggy, it trust that in time that will all be worked out - don't let some of the visuals being off or weird functions set you off, with work they'll be able to smooth everything out.

What does it need though?
1. A smoother financial menu, I don't like the lay out of the current one with rides/shops scrolling. I would prefer small cute icons and it being in list format for profit/loss and actuals without needing to click around
2. Transportation rides are must. This game doesn't yet have them but again, I believe in time this will fully meet my expectations. I need to be able to move my guests around to specific areas
3. Which brings me to three, not a huge fan of the property expansion.Honestly don't know how to make it better, but maybe it's just the maps. I loved in Roller Coaster Tycoon where there'd be like huge gulfs/cliffs/plateaus that I would need to build up to or around (thus the need for transportation rides). This feels flat-ish geography wise

Overall though, it's a buy but just be patient. I think it's a fantastic game with huge potential and look forward to seeing where they take it - so much so that I bought the Annual Pass too.
";0.22271604938271608
Topic 2;0.37;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['pay', 'attention', 'negative', 'comment', 'thing', 'polish', 'planet_coaster', 'aspect', 'easy', 'building', 'graphic', 'management', 'mechanic'];Don't pay attention to negative comments. Even if there are few things that may be polished the game is better than Planet Coaster in most aspects. Easier building and better graphics and management mechanics...;0.09999999999999999
Topic 2;0.6;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['', 'excited', 'man', '', 'planet_coaster', 'sorry', 'huge', 'disappointment', '', 'bug', '', 'man', 'manage', 'make', 'control', '', 'clunky', 'think', '', 'main', 'aspect', 'build', 'fun', 'wild', 'rollercoaster', '', 'control', 'track', 'go', '', 'go', 'make', 'extra', 'sure', 'early_access', 'play'];"Was pretty excited for this game but man
But honestly, I'll just go back to Planet Coaster.
Sorry, but to me, this game was a huge disappointment.
I haven't really had any bugs so far (which is good), but man how did you manage to make the controls so goddamn CLUNKY?
Thought one of the main aspects was building fun and wild rollercoasters but NOT when I can barely control where the track is going.
Actually went back to make extra sure, this wasn't still some early access I was playing.";0.09246031746031746
Topic 2;0.41;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['major', 'patch', 'wait', '', '', 'address', 'issue', 'coaster_building', 'easy', 'game'];Once the first few major patches are out this will be a great game. Wait until august, although the last patch addressed any issues I had. Coaster building is so much easier than others games.;0.1017857142857143
Topic 2;0.29;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['way', 'planet_coaster'];this is way better than planet coaster;0.5
Topic 2;0.47;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['play', 'game', 'steam', 'leave', 'review', 'bug', 'iron', 'development', 'team', 'bug', '', 'campaign', 'orient', 'sandbox', 'require', 'balance', 'fine', 'tuning', 'come', 'future', 'update', 'awesome', 'huge', 'potential', 'feel', 'judge', 'bit', '', 'player', 'come', 'hour', '', 'planzoo', 'park', 'scratch', 'itch', '', 'pleasing', 'comparison', 'planet', 'game', 'scale', 'scenery', 'item', 'make', 'convenient', 'add', 'variety', 'playing', 'size', 'rotation', 'make', 'wonder', 'think', 'implement', 'planet', 'game', 'build', 'coaster', '', '', 'fun', 'realistic', 'approach', 'depend', 'player', 'guess', '', 'looking_forward', 'content', 'product', 'believe', 'dev', 'team', 'disappoint'];"I've played so many games on steam, never left a review until now. 

The game has some bugs that are being ironed out by the development team, most bugs so far have been campaign oriented than sandbox.  Also, It still requires some balancing and fine tuning, which will be coming with future updates. 

Other than that , it's an awesome game with huge potential that I feel has been judged a bit too harshly by other players. 

I come from many hours of PlanCo and PlanZoo , Park Beyond scratches the same itch and is visually very pleasing.  I love that in comparison to the Planet games, you can scale scenery items, which makes it very convenient to add further variety by playing with size as well as rotation, and also makes you wonder why nobody thought to implement it in planet games.

Building coasters in this game is much easier and probably more fun than the more realistic approach , but that depends on the player I guess. 

Really looking forward to more content. You can see that the game is a product of love and I believe the dev team will not disappoint. 

";0.18390804597701152
Topic 2;0.55;planet_coaster, fun, play, price, time, feel, enjoy, make, campaign, theme_park;['play', 'blame', 'devs', 'product', 'feel', 'team', 'time', 'perform', 'solid', 'quality', 'assurance', 'failure', '', 'result', 'management', 'marketing', 'push', 'solid', 'dead', 'line', 'release', 'ready', 'marketing', 'team', 'attempt', 'push', 'content', 'creator', 'review', 'support', 'time', 'minor', 'major', 'critical', 'bug', 'recommend', 'play', 'time'];"After playing this game, i do not blame the devs for what the product is. It feels like the team did not get the time to perform solid Quality Assurance.

The failures of this game is clearly the result of management and marketing for pushing a solid dead line and releasing it before it was ready. The marketing team is still attempting to push Content Creators to review and support it.

At this time with the amount of minor, major and critical bugs in the game, it should not be recommended to play it at this time.";-0.09886363636363639
